Car_Age,KM_Driven,Fuel_Type,Transmission,Mileage,Engine,Owner_Type,Selling_Price
7,110583,CNG,Automatic,20.33,2300,First,6.41
12,61683,Diesel,Automatic,20.09,2368,Fourth & Above,24.38
15,129206,Electric,Manual,12.99,2596,First,10.37
8,177502,Petrol,Automatic,12.08,2319,Third,22.83
6,138059,Diesel,Manual,12.47,2718,Third,6.41
10,161177,Diesel,Manual,12.02,2665,First,5.54
3,83484,Diesel,Automatic,22.19,2205,First,15.81
19,149098,Electric,Manual,13.93,2304,Third,19.71
17,73309,Petrol,Manual,15.03,2759,Third,14.6
7,50927,CNG,Manual,13.47,804,Second,6.52
4,193607,CNG,Automatic,29.16,2881,Fourth & Above,1.91
14,47946,CNG,Automatic,27.09,1968,First,15.84
15,131503,Petrol,Automatic,14.61,1147,Fourth & Above,4.14
8,192633,CNG,Manual,16.55,2565,Third,9.24
15,146449,Electric,Manual,14.2,924,Fourth & Above,17.22
14,58592,Petrol,Automatic,19.84,2613,First,3.35
9,143419,Diesel,Automatic,10.39,1297,First,4.05
8,38776,Electric,Manual,23.43,1976,Fourth & Above,2.48
17,139855,Diesel,Automatic,20.46,852,First,24.91
2,60798,CNG,Automatic,27.97,948,Second,10.29
3,140370,Electric,Automatic,13.29,1302,Third,22.74
8,75204,Petrol,Automatic,26.08,1669,Third,8.05
12,91207,Electric,Automatic,25.84,1018,First,19.08
1,105356,Diesel,Manual,12.54,2100,Third,6.26
10,191233,Petrol,Automatic,17.97,2930,Second,12.96
3,65652,Electric,Automatic,13.4,1537,First,20.79
6,170556,Electric,Manual,15.09,1089,Second,20.59
7,134572,Electric,Manual,15.26,1138,Second,20.06
18,25922,Electric,Manual,21.12,2493,Third,20.77
11,170100,Petrol,Manual,18.23,2668,Third,6.08
19,156388,Diesel,Automatic,28.95,1786,Fourth & Above,12.57
5,81996,Electric,Automatic,12.53,1758,Second,12.64
19,153040,Petrol,Automatic,29.47,2030,Third,22.37
11,35266,Diesel,Automatic,14.61,2088,Second,8.13
12,160072,Electric,Manual,25.46,2806,Fourth & Above,23.36
10,150083,Diesel,Manual,16.78,1172,Second,11.82
8,7866,Diesel,Automatic,12.86,2311,First,17.07
9,117669,Petrol,Automatic,27.16,1330,Fourth & Above,7.45
4,10898,Diesel,Automatic,16.18,1723,Fourth & Above,10.85
5,23395,Petrol,Automatic,23.18,822,Second,18.04
8,175091,Electric,Manual,21.33,2951,Second,13.31
9,9006,Diesel,Automatic,19.44,1040,Third,23.34
15,170465,Diesel,Manual,19.92,1804,First,18.69
15,15956,CNG,Manual,24.64,2696,Fourth & Above,14.55
16,186114,Electric,Manual,11.76,1965,Fourth & Above,22.28
14,142150,Electric,Manual,23.36,1613,Fourth & Above,16.97
8,165703,CNG,Automatic,27.92,1454,Third,16.54
18,100676,CNG,Automatic,11.16,1582,First,6.91
10,126724,Petrol,Automatic,12.81,807,Fourth & Above,10.48
6,67901,Petrol,Automatic,24.33,2514,Fourth & Above,17.4
12,112227,Diesel,Manual,18.75,1374,Third,22.4
2,122192,Diesel,Manual,18.07,1711,Second,8.57
7,177646,Diesel,Manual,12.74,1317,Fourth & Above,6.17
16,36417,Diesel,Automatic,20.14,2341,First,15.25
3,93020,Petrol,Manual,12.53,1282,First,2.61
13,88639,Electric,Manual,19.53,1378,First,18.15
3,99881,Diesel,Manual,25.27,1186,First,17.88
18,175526,Electric,Manual,15.17,1211,Third,9.52
11,137659,Diesel,Automatic,19.62,2665,Fourth & Above,22.42
8,126688,CNG,Manual,29.84,2193,Third,13.05
6,120584,Diesel,Manual,23.73,2176,First,16.5
1,190782,Diesel,Automatic,26.83,2767,First,6.03
1,91567,Diesel,Automatic,18.3,2159,First,11.02
8,80886,Petrol,Automatic,25.36,1705,Third,21.7
5,154888,CNG,Manual,10.81,2112,First,6.11
16,34432,Diesel,Manual,12.46,1762,Fourth & Above,10.37
11,184689,Diesel,Manual,14.06,1764,First,8.63
5,77373,Electric,Manual,18.04,2987,Fourth & Above,4.63
4,170289,CNG,Automatic,26.91,2776,Fourth & Above,7.95
6,25884,Diesel,Manual,16.93,1836,First,6.59
14,10454,Electric,Manual,23.09,1463,Third,23.17
19,79960,Electric,Automatic,24.19,1624,Second,18.79
9,107421,Petrol,Automatic,21.72,2687,Second,8.59
12,48618,Electric,Automatic,17.14,1791,Fourth & Above,19.32
11,198743,Diesel,Manual,21.54,1932,Third,1.53
14,52111,Petrol,Manual,16.85,2996,Second,13.64
16,175685,Petrol,Manual,11.68,2539,First,7.01
1,125592,Diesel,Manual,29.86,1883,First,3.74
13,64993,CNG,Manual,12.54,1234,Fourth & Above,22.21
13,133652,Electric,Automatic,11.45,820,Third,5.78
2,144920,Petrol,Automatic,27.57,2725,Third,20.74
4,83672,CNG,Manual,16.04,2272,Second,10.92
6,71125,Diesel,Manual,23.01,1899,Second,1.34
5,122509,Electric,Manual,16.58,1189,First,18.58
3,66602,Electric,Manual,17.83,2154,Fourth & Above,15.31
1,47222,Petrol,Manual,15.24,1225,Third,9.26
4,54223,Electric,Automatic,16.86,2525,Second,7.76
2,70333,Electric,Automatic,18.21,1829,Second,2.77
5,188804,Electric,Automatic,24.41,805,Fourth & Above,23.59
